snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Nuclear,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-01-02 01:00:00,0.0,175.75098833081998,180.46612249999998,1015.0,0.0,3.71466112,1178.0,0.0,0.0,882.0274691277,30.3406102515,648.573879825,3914.462790480224
2030-01-02 02:00:00,0.0,175.7523002184,180.48738347699998,1015.0,0.0,3.71466112,1178.0,0.0,0.0,882.0478033852,33.2015329843,724.406920445,3777.5025809873805
2030-01-02 03:00:00,0.0,175.75364888788,180.50924055619998,1015.0,0.0,3.71466112,1178.0,0.0,0.0,882.0687077621,36.9130031754,806.999139524,3658.434399527654
2030-01-02 04:00:00,0.0,175.58134205822,177.71676686749998,1015.0,0.0,3.71466112,1178.0,0.0,0.0,879.3979519024,40.9946840482,932.302370234,3586.5761366221136
2030-01-02 05:00:00,0.0,175.30139505684,173.179833322,1015.0,0.0,3.71466112,1178.0,0.0,0.0,875.058773381,42.5557508023,1072.85638779,3681.3740380171034
2030-01-02 06:00:00,0.0,175.75308081194999,180.5000340895,1015.0,0.0,3.71466112,1178.0,0.0,0.0,882.0599025852,42.4062414234,1179.87859747,4024.209607016825
2030-01-02 07:00:00,0.0,175.31820846963998,173.4523182431,1015.0,0.0,3.71466112,1178.0,0.0,0.0,875.3193812795,42.0342560848,1232.85540423,4463.586876322053
2030-01-02 08:00:00,0.0,175.77786772217,180.9017407123,1015.0,0.0,3.71466112,1178.0,0.0,0.0,882.4440996936,39.4097269484,1268.83111061,4855.278842888776
2030-01-02 09:00:00,0.0,175.73327989191,180.1791324263,1015.0,0.0,3.71466112,1178.0,0.0,55.556600855,881.7529883246,38.0413437299,1303.54490322,5172.886851343006
2030-01-02 10:00:00,0.0,175.73303467928,180.1751584119,1015.0,0.0,3.71466112,1178.0,0.0,177.071079021,881.7491875288,32.6941593464,1357.18112008,5348.409618070706
2030-01-02 11:00:00,0.0,175.72583768853,180.05852108919998,1015.0,0.0,3.71466112,1178.0,0.0,295.130819471,881.6376341722,26.8146791603,1374.70190436,5433.575020297125
2030-01-02 12:00:00,0.0,175.72786477962,180.0913729416,1015.0,0.0,3.71466112,1178.0,0.0,371.119859391,881.6690540841,23.8381634543,1357.48931681,5456.953141002249
2030-01-02 13:00:00,0.0,175.73207426314,180.1595935222,1015.0,0.0,3.71466112,1178.0,0.0,376.738344263,881.7343010786,23.3226332154,1316.70154123,5412.875548374878
2030-01-02 14:00:00,0.0,175.72955674678,180.118793641,1015.0,0.0,3.71466112,1178.0,0.0,293.51384202,881.6952795751,23.8524410074,1277.40528958,5367.052709700965
2030-01-02 15:00:00,0.0,175.73719920714998,180.2426504232,1015.0,0.0,3.71466112,1178.0,0.0,142.454031861,653.1827795883846,24.7033127449,1252.75582344,5433.628202546055
2030-01-02 16:00:00,0.0,175.89037127775,182.7250185213,1015.0,0.0,3.71466112,1178.0,0.0,0.0,884.1879048052,27.3770156696,1252.14296122,5668.42059589499
2030-01-02 17:00:00,0.0,175.89621142527,182.8196662977,1015.0,0.0,3.71466112,1178.0,0.0,0.0,884.2784270917,28.5884750705,1238.37385813,5846.347779128767
2030-01-02 18:00:00,0.0,175.96867175804,183.9939875544,1015.0,0.0,3.71466112,1178.0,0.0,0.0,885.4015622497,29.6785671519,1223.27533063,5837.05210087009
2030-01-02 19:00:00,0.0,175.14617137387998,170.6642159701,1015.0,0.0,3.71466112,1178.0,0.0,0.0,872.6528062951,31.0393978435,1183.17876393,5668.501273728402
2030-01-02 20:00:00,0.0,174.8529420216,165.9120233111,1015.0,0.0,3.71466112,1178.0,0.0,0.0,868.1077513348,32.5161720549,1075.83020728,5357.270793737778
2030-01-02 21:00:00,0.0,175.04773076274,169.0688478873,1015.0,0.0,3.71466112,1178.0,0.0,0.0,648.7809979627931,33.2650085108,936.684333881,4967.399324290916
2030-01-02 22:00:00,0.0,175.25672548903998,172.45590036459998,1015.0,0.0,3.71466112,1178.0,0.0,0.0,874.3663950801,34.7899870509,793.485035997,4511.37962891044
