snapshot,EN_NorthEast,EN_NorthWest,EN_Yorkshire,EN_EastMidlands,EN_WestMidlands,EN_East,EN_London,EN_SouthEast,EN_SouthWest,EN_Wales,Scotland,NorthernIreland
2030-01-01 00:00:00,1549.5084666622129,4201.766323428118,3176.2507958111682,2856.9419831048053,3298.8524408864796,3617.7755575097203,5253.913887934015,5219.687688605253,3247.9210714918663,2073.2147302134963,3390.818343878301,1086.622439400286
2030-01-01 01:00:00,1511.052194984064,4097.485339659171,3097.4214340169947,2786.0373449987273,3216.980306321041,3527.988271603596,5123.520318492465,5090.14355758125,3167.312970405766,2021.76092364994,3306.6637656691705,1059.6542435883816
2030-01-01 02:00:00,1458.7505661450673,3955.6602206331913,2990.211248467039,2689.6050102101576,3105.6318628178446,3405.874996005138,4946.181336466318,4913.959836086023,3057.683648569634,1951.7822758038005,3192.211133561905,1022.9767263392758
2030-01-01 03:00:00,1411.8163063119093,3828.38967218192,2894.0033326322855,2603.068885853162,3005.7103709751245,3296.2933953314937,4787.041477044634,4755.856680475231,2959.304856348281,1888.9850720896611,3089.5040153869154,990.0631792315204
2030-01-01 04:00:00,1379.7585842273727,3741.4594875726166,2828.2900000022028,2543.9617211770587,2937.460537545277,3221.4453735993484,4678.343451251792,4647.866759226313,2892.1087400942774,1846.092410918265,3019.3515028670236,967.5820886646821
2030-01-01 05:00:00,1388.6180118053917,3765.4833927290415,2846.450445395399,2560.29649516409,2956.321966778743,3242.130268993516,4708.383086783158,4677.710703968794,2910.6789655116245,1857.9461672230457,3038.7387538528274,973.7949316491766
2030-01-01 06:00:00,1450.8003759464864,3934.1018734799136,2973.9145979559976,2674.9466636178854,3088.7061699892047,3387.312978180262,4919.224649494468,4887.178756282701,3041.0192734959296,1941.1450629183478,3174.8135837306736,1017.4015034520545
2030-01-01 07:00:00,1546.6822927211072,4194.102652822002,3170.4575798186966,2851.731159700081,3292.8356097399746,3611.177037252889,5244.331188104775,5210.167414503091,3241.997134906485,2069.4333598170715,3384.6337746109034,1084.640530886634
2030-01-01 08:00:00,1695.1417448498644,4596.676720515164,3474.776312574902,3125.456699573395,3608.9008888685103,3957.7985554622414,5747.712224166185,5710.269215303695,3553.182645154002,2268.069462565042,3709.510368983235,1188.750560289492
2030-01-01 09:00:00,1847.8254484691229,5010.705593416787,3787.7541023463377,3406.970800587263,3933.959460153993,4314.28281022316,6265.416417570439,6224.600866390976,3873.222599067022,2472.357538569472,4043.6309718597604,1295.8229268192558
2030-01-01 10:00:00,1946.979152221874,5279.578401946139,3991.0037374585004,3589.787729391644,4145.054426515995,4545.785802037055,6601.616594849133,6558.610894663168,4081.058445507238,2605.0234281713792,4260.610875346532,1365.3563574299808
