snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Oil,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-01-06 16:00:00,0.0,67.68375020745,197.6498075856,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.06489676625,0.0,6923.394091867438
2030-01-06 17:00:00,0.0,67.75194629255,198.05088328419998,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.79636606514,0.0,7141.919276190401
2030-01-06 18:00:00,0.0,67.7873527897,198.2591164337,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.51626882229,0.0,7128.584562369575
2030-01-06 19:00:00,0.0,67.77576869975,198.1909879339,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.28529669082,0.0,6932.713055965174
2030-01-06 20:00:00,0.0,67.74063953807999,197.9843858534,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.11938907891,0.0,6564.900781057844
2030-01-06 21:00:00,0.0,67.7875021242,198.2599947016,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.958326190018,0.0,6045.449055696815
2030-01-06 22:00:00,0.0,67.06280316357,193.9978857917,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.90979223461,0.0,5419.348571890651
2030-01-06 23:00:00,0.0,66.83344671595,192.64899168239998,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.836650103238,0.0,4874.398170299862
2030-01-07 00:00:00,0.0,66.96053036942,193.3963977106,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.765084799613,0.0,5031.550285631959
2030-01-07 01:00:00,0.0,66.83666096313,192.6678953546,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.68059807932,0.0,4902.75948753984
2030-01-07 02:00:00,0.0,66.49475608601,190.6570799646,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.599383706822,0.0,4730.450936618879
2030-01-07 03:00:00,0.0,66.42734222921,190.2606047172,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.476487620016,0.0,4587.7604059603955
2030-01-07 04:00:00,0.0,66.33035303164999,189.6901905927,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.39423051915,0.0,4510.049292923224
2030-01-07 05:00:00,0.0,65.78065276321999,186.4572862571,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.336402435317,0.0,4656.477813889454
2030-01-07 06:00:00,0.0,67.82705443132,198.4926102424,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.278653199415,0.0,5127.209452095235
2030-01-07 07:00:00,0.0,67.64587613558,197.4270621037,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.233945565628,0.0,5712.000234711443
2030-01-07 08:00:00,0.0,67.38198786426,195.8750789859,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.19360597451,0.0,6219.733588908016
2030-01-07 09:00:00,0.0,66.77357069546,192.2968480555,60.0,0.0,0.0,0.0,0.0,1.56916619694,540.0,0.1817595496,0.0,6641.223549395212
2030-01-07 10:00:00,0.0,68.00863095237,199.5605004289,60.0,0.0,0.0,0.0,0.0,5.83669540528,540.0,0.190130525283,0.0,6877.069792763723
2030-01-07 11:00:00,0.0,68.55975345406999,202.8017692212,60.0,0.0,0.0,0.0,0.0,10.8407556164,540.0,0.262216818966,0.0,6991.712050995608
2030-01-07 12:00:00,0.0,68.65439596674,203.3583819921,60.0,0.0,0.0,0.0,0.0,15.2471857004,540.0,0.348101027411,0.0,7024.560494686336
2030-01-07 13:00:00,0.0,68.67664680618999,203.4892439171,60.0,0.0,0.0,0.0,0.0,16.2690012779,540.0,0.503642675015,0.0,6968.060882017068
2030-01-07 14:00:00,0.0,68.69051358053,203.5707973699,60.0,0.0,0.0,0.0,0.0,11.72901983,540.0,0.587409433043,0.0,6910.0313306789385
2030-01-07 15:00:00,0.0,68.75954167209,203.97676627570002,60.0,0.0,0.0,0.0,0.0,5.02677851051,540.0,0.679193843903,0.0,6985.216823494864
2030-01-07 16:00:00,0.0,67.69308005767,197.7046784215,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.734823228744,0.0,7270.61778939534
2030-01-07 17:00:00,0.0,68.59698752097,203.0207506975,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.836770309596,0.0,7448.933000767259
2030-01-07 18:00:00,0.0,68.1599067937,200.4501858654,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.989385152885,0.0,7372.33744916043
2030-01-07 19:00:00,0.0,68.19592485116,200.6620157313,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.15832723472,0.0,7112.912869493948
2030-01-07 20:00:00,0.0,68.27697792498,201.1387061184,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.32509667376,0.0,6712.88050240714
2030-01-07 21:00:00,0.0,65.24546638526999,183.309741202,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.45786786142,0.0,6208.879709995539
2030-01-07 22:00:00,0.0,63.92307389466,175.53246936509998,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.49659835258,0.0,5634.244336361375
2030-01-07 23:00:00,0.0,63.383251036269996,172.3576561812,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.68521893123,0.0,5151.180451540624
2030-01-08 00:00:00,0.0,63.420165100679995,172.5747556548,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.82070596185,0.0,5092.963163789846
2030-01-08 01:00:00,0.0,63.42080510565,172.5785196603,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.0176078576,0.0,4957.52106816719
2030-01-08 02:00:00,0.0,63.41946109522,172.5706152487,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.13214365415,0.0,4786.034033692903
2030-01-08 03:00:00,0.0,63.42158733395,172.5831201115,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.27309538053,0.0,4659.346335799346
