snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hard coal,Hydro,Oil,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-01-01 00:00:00,0.0,76.125084981076,44.96882007567,682.414103649554,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,57.460086199,52.6807994447,1086.622439400286
2030-01-01 01:00:00,0.0,76.126220805988,44.97185129375,639.7813915464619,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,59.9111112196,65.8901236742,1059.6542435883816
2030-01-01 02:00:00,0.0,76.121055647106,44.95806684262,590.093080171774,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,67.137786101,71.6931925275,1022.9767263392758
2030-01-01 03:00:00,0.0,76.114219118925,44.93982194624,551.887105577335,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,71.7590147108,72.3894728287,990.0631792315204
2030-01-01 04:00:00,0.0,76.114315242277,44.9400784742,529.3717051751229,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,74.6581614727,69.5242832507,967.5820886646821
2030-01-01 05:00:00,0.0,76.113977829695,44.93917800872,529.6270386541848,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,74.8034317744,75.337760332,973.7949316491766
2030-01-01 06:00:00,0.0,76.114566340012,44.94074858804,543.308893840248,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,79.6142046867,100.449544945,1017.4015034520545
2030-01-01 07:00:00,0.0,76.113862089333,44.93886912812,576.6234309311469,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,86.9383060374,127.052517654,1084.640530886634
2030-01-01 08:00:00,0.0,76.161172433709,45.06512799929,670.5789788553012,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,88.7204311027,135.251304849,1188.750560289492
2030-01-01 09:00:00,0.0,76.179526108793,45.11410913287,776.8618368446471,0.0,0.0,3.97354505,0.0,0.0,4.15306838879,169.0,89.3615101869,131.179331108,1295.8229268192558
